Order,Bowling,O,M,R,W,Econ,0s,4s,6s,WD,NB,Batting Team,Bowling Team,Match ID,Match No,Season,Season Match No
4,BW Hilfenhaus,4.0,0,27,1,6.75,,,,0,0,Perth Scorchers,Hobart Hurricanes,654063,83,BBL03,17
5,B Laughlin,4.0,0,40,1,10.0,,,,1,0,Perth Scorchers,Hobart Hurricanes,654063,83,BBL03,17
1,NM Coulter-Nile,4.0,0,15,3,3.75,,,,0,0,Hobart Hurricanes,Perth Scorchers,654063,83,BBL03,17
2,JP Behrendorff,4.0,0,29,0,7.25,,,,2,0,Hobart Hurricanes,Perth Scorchers,654063,83,BBL03,17
3,Yasir Arafat,4.0,0,27,2,6.75,,,,6,0,Hobart Hurricanes,Perth Scorchers,654063,83,BBL03,17
4,GB Hogg,4.0,0,24,0,6.0,,,,1,0,Hobart Hurricanes,Perth Scorchers,654063,83,BBL03,17
5,MR Marsh,4.0,0,40,1,10.0,,,,0,0,Hobart Hurricanes,Perth Scorchers,654063,83,BBL03,17
1,JS Floros,4.0,0,18,0,4.5,,,,0,0,Brisbane Heat,Sydney Thunder,654065,84,BBL03,18
2,DP Nannes,4.0,0,21,3,5.25,,,,1,0,Brisbane Heat,Sydney Thunder,654065,84,BBL03,18
3,BAW Mendis,4.0,0,41,0,10.25,,,,1,0,Brisbane Heat,Sydney Thunder,654065,84,BBL03,18
4,GS Sandhu,4.0,0,28,1,7.0,,,,2,0,Brisbane Heat,Sydney Thunder,654065,84,BBL03,18
5,CP Tremain,4.0,0,53,0,13.25,,,,1,0,Brisbane Heat,Sydney Thunder,654065,84,BBL03,18
1,DL Vettori,4.0,0,25,0,6.25,,,,0,0,Sydney Thunder,Brisbane Heat,654065,84,BBL03,18
2,DT Christian,1.0,0,6,0,6.0,,,,0,0,Sydney Thunder,Brisbane Heat,654065,84,BBL03,18
3,MT Steketee,3.0,0,20,2,6.66,,,,0,0,Sydney Thunder,Brisbane Heat,654065,84,BBL03,18
4,BCJ Cutting,3.0,0,29,1,9.66,,,,0,0,Sydney Thunder,Brisbane Heat,654065,84,BBL03,18
5,JR Hopes,4.0,0,26,2,6.5,,,,0,0,Sydney Thunder,Brisbane Heat,654065,84,BBL03,18
6,CJ Gannon,2.2,0,10,4,4.28,,,,0,0,Sydney Thunder,Brisbane Heat,654065,84,BBL03,18
1,JM Bird,4.0,0,29,1,7.25,,,,0,0,Adelaide Strikers,Melbourne Stars,654067,85,BBL03,19
2,SL Malinga,4.0,0,8,2,2.0,,,,0,0,Adelaide Strikers,Melbourne Stars,654067,85,BBL03,19
3,JP Faulkner,4.0,1,9,3,2.25,,,,1,0,Adelaide Strikers,Melbourne Stars,654067,85,BBL03,19
4,LJ Wright,2.0,0,11,1,5.5,,,,1,0,Adelaide Strikers,Melbourne Stars,654067,85,BBL03,19
5,JW Hastings,4.0,0,18,0,4.5,,,,1,0,Adelaide Strikers,Melbourne Stars,654067,85,BBL03,19
6,JM Muirhead,2.0,0,11,1,5.5,,,,0,0,Adelaide Strikers,Melbourne Stars,654067,85,BBL03,19
1,SW Tait,3.0,0,33,0,11.0,,,,0,0,Melbourne Stars,Adelaide Strikers,654067,85,BBL03,19
2,GD Putland,1.0,0,13,0,13.0,,,,0,0,Melbourne Stars,Adelaide Strikers,654067,85,BBL03,19
3,KW Richardson,1.0,0,13,0,13.0,,,,0,0,Melbourne Stars,Adelaide Strikers,654067,85,BBL03,19
4,Shakib Al Hasan,1.0,0,10,0,10.0,,,,0,0,Melbourne Stars,Adelaide Strikers,654067,85,BBL03,19
5,MG Neser,1.3,0,21,2,14.0,,,,1,0,Melbourne Stars,Adelaide Strikers,654067,85,BBL03,19
1,B Lee,4.0,1,28,4,7.0,,,,0,0,Perth Scorchers,Sydney Sixers,654069,86,BBL03,20
2,JR Hazlewood,4.0,0,36,1,9.0,,,,1,0,Perth Scorchers,Sydney Sixers,654069,86,BBL03,20
3,NM Lyon,4.0,0,23,0,5.75,,,,1,0,Perth Scorchers,Sydney Sixers,654069,86,BBL03,20
4,MJ North,4.0,0,21,0,5.25,,,,0,0,Perth Scorchers,Sydney Sixers,654069,86,BBL03,20
5,CT Tremlett,1.0,0,9,0,9.0,,,,0,0,Perth Scorchers,Sydney Sixers,654069,86,BBL03,20
6,MC Henriques,2.0,0,19,0,9.5,,,,0,0,Perth Scorchers,Sydney Sixers,654069,86,BBL03,20
7,SNJ O'Keefe,1.0,0,12,0,12.0,,,,1,0,Perth Scorchers,Sydney Sixers,654069,86,BBL03,20
1,AJ Turner,1.0,0,10,0,10.0,,,,0,0,Sydney Sixers,Perth Scorchers,654069,86,BBL03,20
2,JP Behrendorff,4.0,0,21,3,5.25,,,,3,0,Sydney Sixers,Perth Scorchers,654069,86,BBL03,20
3,Yasir Arafat,4.0,0,24,4,6.0,,,,1,0,Sydney Sixers,Perth Scorchers,654069,86,BBL03,20
4,GB Hogg,4.0,0,21,1,5.25,,,,0,0,Sydney Sixers,Perth Scorchers,654069,86,BBL03,20
5,AC Thomas,4.0,0,38,0,9.5,,,,1,0,Sydney Sixers,Perth Scorchers,654069,86,BBL03,20
6,AC Voges,2.0,0,15,1,7.5,,,,0,0,Sydney Sixers,Perth Scorchers,654069,86,BBL03,20
7,MR Marsh,1.0,0,17,0,17.0,,,,0,0,Sydney Sixers,Perth Scorchers,654069,86,BBL03,20
1,JS Floros,4.0,0,45,0,11.25,,,,0,0,Hobart Hurricanes,Sydney Thunder,654071,87,BBL03,21
2,DP Nannes,4.0,0,36,0,9.0,,,,0,0,Hobart Hurricanes,Sydney Thunder,654071,87,BBL03,21
3,BAW Mendis,4.0,0,19,1,4.75,,,,0,0,Hobart Hurricanes,Sydney Thunder,654071,87,BBL03,21
4,GS Sandhu,4.0,0,34,3,8.5,,,,0,1,Hobart Hurricanes,Sydney Thunder,654071,87,BBL03,21
5,AJ Tye,4.0,0,32,1,8.0,,,,0,0,Hobart Hurricanes,Sydney Thunder,654071,87,BBL03,21
1,Shoaib Malik,4.0,0,19,2,4.75,,,,1,0,Sydney Thunder,Hobart Hurricanes,654071,87,BBL03,21
2,DE Bollinger,2.0,0,10,0,5.0,,,,0,0,Sydney Thunder,Hobart Hurricanes,654071,87,BBL03,21
3,BW Hilfenhaus,4.0,0,26,1,6.5,,,,2,0,Sydney Thunder,Hobart Hurricanes,654071,87,BBL03,21
4,B Laughlin,3.0,0,8,3,2.66,,,,0,0,Sydney Thunder,Hobart Hurricanes,654071,87,BBL03,21
5,CJ Boyce,3.4,0,25,3,6.81,,,,1,0,Sydney Thunder,Hobart Hurricanes,654071,87,BBL03,21
1,DJ Hussey,1.0,0,6,1,6.0,,,,0,0,Brisbane Heat,Melbourne Stars,654073,88,BBL03,22
2,JM Bird,4.0,1,25,2,6.25,,,,0,0,Brisbane Heat,Melbourne Stars,654073,88,BBL03,22
3,JW Hastings,4.0,0,32,1,8.0,,,,3,0,Brisbane Heat,Melbourne Stars,654073,88,BBL03,22
4,JM Muirhead,4.0,0,26,0,6.5,,,,0,0,Brisbane Heat,Melbourne Stars,654073,88,BBL03,22
5,LJ Wright,3.0,0,25,1,8.33,,,,0,0,Brisbane Heat,Melbourne Stars,654073,88,BBL03,22
6,SL Malinga,4.0,0,21,2,5.25,,,,3,0,Brisbane Heat,Melbourne Stars,654073,88,BBL03,22
1,AC McDermott,3.0,0,32,0,10.66,,,,0,0,Melbourne Stars,Brisbane Heat,654073,88,BBL03,22
2,DT Christian,1.0,0,5,0,5.0,,,,0,0,Melbourne Stars,Brisbane Heat,654073,88,BBL03,22
3,MT Steketee,3.4,0,22,2,6.0,,,,0,0,Melbourne Stars,Brisbane Heat,654073,88,BBL03,22
4,CJ Gannon,4.0,0,35,2,8.75,,,,0,0,Melbourne Stars,Brisbane Heat,654073,88,BBL03,22
5,BCJ Cutting,3.0,0,27,0,9.0,,,,1,0,Melbourne Stars,Brisbane Heat,654073,88,BBL03,22
6,CJM Sabburg,1.0,0,5,0,5.0,,,,0,0,Melbourne Stars,Brisbane Heat,654073,88,BBL03,22
7,JR Hopes,4.0,0,23,3,5.75,,,,3,0,Melbourne Stars,Brisbane Heat,654073,88,BBL03,22
1,GS Sandhu,4.0,0,21,3,5.25,,,,3,0,Melbourne Renegades,Sydney Thunder,654075,89,BBL03,23
2,DP Nannes,3.3,0,27,1,7.71,,,,2,0,Melbourne Renegades,Sydney Thunder,654075,89,BBL03,23
3,AJ Tye,3.0,0,20,1,6.66,,,,0,0,Melbourne Renegades,Sydney Thunder,654075,89,BBL03,23
4,BAW Mendis,4.0,0,15,2,3.75,,,,0,0,Melbourne Renegades,Sydney Thunder,654075,89,BBL03,23
5,CP Tremain,4.0,0,21,1,5.25,,,,0,0,Melbourne Renegades,Sydney Thunder,654075,89,BBL03,23
1,JL Pattinson,3.3,0,30,1,8.57,,,,1,0,Sydney Thunder,Melbourne Renegades,654075,89,BBL03,23
2,NJ Rimmington,2.0,0,19,0,9.5,,,,0,0,Sydney Thunder,Melbourne Renegades,654075,89,BBL03,23
3,M Muralitharan,2.0,0,8,0,4.0,,,,0,0,Sydney Thunder,Melbourne Renegades,654075,89,BBL03,23
4,Fawad Ahmed,2.0,0,28,0,14.0,,,,0,0,Sydney Thunder,Melbourne Renegades,654075,89,BBL03,23
5,AW O'Brien,2.0,0,17,0,8.5,,,,0,0,Sydney Thunder,Melbourne Renegades,654075,89,BBL03,23
1,Shoaib Malik,2.0,0,19,1,9.5,,,,0,0,Sydney Sixers,Hobart Hurricanes,654077,90,BBL03,24
2,DE Bollinger,4.0,0,42,1,10.5,,,,1,0,Sydney Sixers,Hobart Hurricanes,654077,90,BBL03,24
3,BW Hilfenhaus,4.0,0,25,2,6.25,,,,1,0,Sydney Sixers,Hobart Hurricanes,654077,90,BBL03,24
4,B Laughlin,4.0,0,33,1,8.25,,,,2,0,Sydney Sixers,Hobart Hurricanes,654077,90,BBL03,24
5,CJ Boyce,4.0,0,40,1,10.0,,,,0,0,Sydney Sixers,Hobart Hurricanes,654077,90,BBL03,24
6,EP Gulbis,2.0,0,19,0,9.5,,,,0,0,Sydney Sixers,Hobart Hurricanes,654077,90,BBL03,24
1,B Lee,4.0,0,36,1,9.0,,,,1,0,Hobart Hurricanes,Sydney Sixers,654077,90,BBL03,24
2,SNJ O'Keefe,4.0,0,33,1,8.25,,,,1,0,Hobart Hurricanes,Sydney Sixers,654077,90,BBL03,24
3,JR Hazlewood,3.0,0,25,2,8.33,,,,0,0,Hobart Hurricanes,Sydney Sixers,654077,90,BBL03,24
4,NM Lyon,4.0,0,28,2,7.0,,,,1,0,Hobart Hurricanes,Sydney Sixers,654077,90,BBL03,24
5,MC Henriques,4.0,0,35,0,8.75,,,,0,0,Hobart Hurricanes,Sydney Sixers,654077,90,BBL03,24
6,MJ North,1.0,0,7,1,7.0,,,,0,0,Hobart Hurricanes,Sydney Sixers,654077,90,BBL03,24
1,J Botha,4.0,0,47,0,11.75,,,,2,0,Perth Scorchers,Adelaide Strikers,654079,91,BBL03,25
2,KW Richardson,4.0,1,29,1,7.25,,,,2,0,Perth Scorchers,Adelaide Strikers,654079,91,BBL03,25
3,MG Neser,3.0,0,44,0,14.66,,,,0,0,Perth Scorchers,Adelaide Strikers,654079,91,BBL03,25
4,SW Tait,4.0,0,41,3,10.25,,,,3,0,Perth Scorchers,Adelaide Strikers,654079,91,BBL03,25
5,JM Holland,4.0,0,34,2,8.5,,,,0,0,Perth Scorchers,Adelaide Strikers,654079,91,BBL03,25
6,TM Head,1.0,0,8,0,8.0,,,,0,0,Perth Scorchers,Adelaide Strikers,654079,91,BBL03,25
1,PJ Cummins,4.0,0,40,1,10.0,,,,1,1,Adelaide Strikers,Perth Scorchers,654079,91,BBL03,25
2,JP Behrendorff,4.0,0,41,1,10.25,,,,1,0,Adelaide Strikers,Perth Scorchers,654079,91,BBL03,25
3,GB Hogg,4.0,0,23,1,5.75,,,,0,0,Adelaide Strikers,Perth Scorchers,654079,91,BBL03,25
4,Yasir Arafat,4.0,0,43,1,10.75,,,,0,0,Adelaide Strikers,Perth Scorchers,654079,91,BBL03,25
5,MR Marsh,2.0,0,30,0,15.0,,,,1,0,Adelaide Strikers,Perth Scorchers,654079,91,BBL03,25
6,AJ Turner,2.0,0,19,1,9.5,,,,0,0,Adelaide Strikers,Perth Scorchers,654079,91,BBL03,25
1,SW Tait,4.0,0,26,2,6.5,,,,3,0,Brisbane Heat,Adelaide Strikers,654081,92,BBL03,26
2,JM Holland,4.0,0,23,0,5.75,,,,1,0,Brisbane Heat,Adelaide Strikers,654081,92,BBL03,26
3,MG Neser,4.0,0,41,2,10.25,,,,0,0,Brisbane Heat,Adelaide Strikers,654081,92,BBL03,26
4,J Botha,4.0,0,11,2,2.75,,,,0,0,Brisbane Heat,Adelaide Strikers,654081,92,BBL03,26
5,KW Richardson,4.0,0,26,1,6.5,,,,0,0,Brisbane Heat,Adelaide Strikers,654081,92,BBL03,26
1,RJ Harris,3.2,0,14,2,4.2,,,,0,0,Adelaide Strikers,Brisbane Heat,654081,92,BBL03,26
2,DL Vettori,4.0,0,10,2,2.5,,,,1,0,Adelaide Strikers,Brisbane Heat,654081,92,BBL03,26
3,MT Steketee,3.0,0,29,1,9.66,,,,0,1,Adelaide Strikers,Brisbane Heat,654081,92,BBL03,26
4,JR Hopes,4.0,0,24,2,6.0,,,,0,0,Adelaide Strikers,Brisbane Heat,654081,92,BBL03,26
5,BCJ Cutting,2.0,0,9,0,4.5,,,,0,0,Adelaide Strikers,Brisbane Heat,654081,92,BBL03,26
6,CJ Gannon,2.0,0,11,3,5.5,,,,0,0,Adelaide Strikers,Brisbane Heat,654081,92,BBL03,26
1,MG Gale,4.0,0,27,0,6.75,,,,1,0,Sydney Sixers,Melbourne Renegades,654083,93,BBL03,27
2,AW O'Brien,4.0,0,41,2,10.25,,,,0,0,Sydney Sixers,Melbourne Renegades,654083,93,BBL03,27
3,DJ Bravo,4.0,0,23,1,5.75,,,,0,0,Sydney Sixers,Melbourne Renegades,654083,93,BBL03,27
4,NJ Rimmington,4.0,0,35,2,8.75,,,,1,0,Sydney Sixers,Melbourne Renegades,654083,93,BBL03,27
5,M Muralitharan,4.0,0,23,1,5.75,,,,1,0,Sydney Sixers,Melbourne Renegades,654083,93,BBL03,27
1,B Lee,4.0,0,34,0,8.5,,,,0,0,Melbourne Renegades,Sydney Sixers,654083,93,BBL03,27
2,SNJ O'Keefe,4.0,0,22,0,5.5,,,,1,0,Melbourne Renegades,Sydney Sixers,654083,93,BBL03,27
3,JR Hazlewood,4.0,0,22,1,5.5,,,,0,0,Melbourne Renegades,Sydney Sixers,654083,93,BBL03,27
4,NM Lyon,4.0,0,39,0,9.75,,,,0,0,Melbourne Renegades,Sydney Sixers,654083,93,BBL03,27
5,MC Henriques,4.0,0,29,1,7.25,,,,0,0,Melbourne Renegades,Sydney Sixers,654083,93,BBL03,27
1,DJ Hussey,4.0,0,19,1,4.75,,,,1,0,Hobart Hurricanes,Melbourne Stars,654085,94,BBL03,28
2,JM Bird,4.0,0,33,1,8.25,,,,0,0,Hobart Hurricanes,Melbourne Stars,654085,94,BBL03,28
3,JW Hastings,4.0,0,15,2,3.75,,,,0,0,Hobart Hurricanes,Melbourne Stars,654085,94,BBL03,28
4,SM Boland,4.0,0,37,2,9.25,,,,1,0,Hobart Hurricanes,Melbourne Stars,654085,94,BBL03,28
5,LJ Wright,1.0,0,7,0,7.0,,,,0,0,Hobart Hurricanes,Melbourne Stars,654085,94,BBL03,28
6,MP Stoinis,2.0,0,12,2,6.0,,,,0,0,Hobart Hurricanes,Melbourne Stars,654085,94,BBL03,28
7,JM Muirhead,1.0,0,4,0,4.0,,,,0,0,Hobart Hurricanes,Melbourne Stars,654085,94,BBL03,28
1,BW Hilfenhaus,4.0,0,35,1,8.75,,,,2,0,Melbourne Stars,Hobart Hurricanes,654085,94,BBL03,28
2,AD Mascarenhas,4.0,0,27,1,6.75,,,,2,0,Melbourne Stars,Hobart Hurricanes,654085,94,BBL03,28
3,Shoaib Malik,3.0,0,20,1,6.66,,,,3,0,Melbourne Stars,Hobart Hurricanes,654085,94,BBL03,28
4,DE Bollinger,4.0,1,20,0,5.0,,,,0,0,Melbourne Stars,Hobart Hurricanes,654085,94,BBL03,28
5,B Laughlin,4.0,0,28,2,7.0,,,,0,0,Melbourne Stars,Hobart Hurricanes,654085,94,BBL03,28
6,CJ Boyce,0.1,0,4,0,24.0,,,,0,0,Melbourne Stars,Hobart Hurricanes,654085,94,BBL03,28
1,SW Tait,4.0,0,44,2,11.0,,,,3,0,Melbourne Renegades,Adelaide Strikers,654087,95,BBL03,29
2,J Botha,4.0,0,29,0,7.25,,,,1,0,Melbourne Renegades,Adelaide Strikers,654087,95,BBL03,29
3,JM Holland,4.0,0,19,2,4.75,,,,0,0,Melbourne Renegades,Adelaide Strikers,654087,95,BBL03,29
4,KW Richardson,4.0,0,32,2,8.0,,,,2,0,Melbourne Renegades,Adelaide Strikers,654087,95,BBL03,29
5,MG Neser,3.0,0,23,0,7.66,,,,1,0,Melbourne Renegades,Adelaide Strikers,654087,95,BBL03,29
6,TM Head,1.0,0,6,0,6.0,,,,1,0,Melbourne Renegades,Adelaide Strikers,654087,95,BBL03,29
1,AW O'Brien,4.0,0,39,0,9.75,,,,4,0,Adelaide Strikers,Melbourne Renegades,654087,95,BBL03,29
2,PM Siddle,4.0,0,35,3,8.75,,,,0,0,Adelaide Strikers,Melbourne Renegades,654087,95,BBL03,29
3,MG Gale,1.0,0,13,0,13.0,,,,0,0,Adelaide Strikers,Melbourne Renegades,654087,95,BBL03,29
4,M Muralitharan,4.0,0,16,2,4.0,,,,0,0,Adelaide Strikers,Melbourne Renegades,654087,95,BBL03,29
5,DJ Bravo,4.0,0,23,2,5.75,,,,0,0,Adelaide Strikers,Melbourne Renegades,654087,95,BBL03,29
6,NJ Rimmington,3.0,0,25,0,8.33,,,,0,0,Adelaide Strikers,Melbourne Renegades,654087,95,BBL03,29
1,RJ Harris,4.0,0,42,2,10.5,,,,0,0,Hobart Hurricanes,Brisbane Heat,654089,96,BBL03,30
2,DL Vettori,4.0,0,42,0,10.5,,,,2,0,Hobart Hurricanes,Brisbane Heat,654089,96,BBL03,30
3,MT Steketee,2.0,0,27,0,13.5,,,,0,1,Hobart Hurricanes,Brisbane Heat,654089,96,BBL03,30
4,CJ Gannon,4.0,0,42,3,10.5,,,,0,0,Hobart Hurricanes,Brisbane Heat,654089,96,BBL03,30
5,JR Hopes,4.0,0,37,1,9.25,,,,0,0,Hobart Hurricanes,Brisbane Heat,654089,96,BBL03,30
6,BCJ Cutting,2.0,0,18,0,9.0,,,,2,0,Hobart Hurricanes,Brisbane Heat,654089,96,BBL03,30
1,DE Bollinger,4.0,0,23,0,5.75,,,,2,0,Brisbane Heat,Hobart Hurricanes,654089,96,BBL03,30
2,AD Mascarenhas,4.0,0,42,2,10.5,,,,1,0,Brisbane Heat,Hobart Hurricanes,654089,96,BBL03,30
3,EP Gulbis,2.0,0,21,0,10.5,,,,0,0,Brisbane Heat,Hobart Hurricanes,654089,96,BBL03,30
4,CJ Boyce,4.0,0,21,3,5.25,,,,0,0,Brisbane Heat,Hobart Hurricanes,654089,96,BBL03,30
5,B Laughlin,4.0,0,38,2,9.5,,,,0,0,Brisbane Heat,Hobart Hurricanes,654089,96,BBL03,30
6,Shoaib Malik,2.0,0,23,1,11.5,,,,1,0,Brisbane Heat,Hobart Hurricanes,654089,96,BBL03,30
1,B Lee,4.0,0,35,1,8.75,,,,2,0,Sydney Thunder,Sydney Sixers,654091,97,BBL03,31
2,SNJ O'Keefe,2.3,0,12,0,4.8,,,,1,0,Sydney Thunder,Sydney Sixers,654091,97,BBL03,31
3,JR Hazlewood,4.0,0,30,1,7.5,,,,2,0,Sydney Thunder,Sydney Sixers,654091,97,BBL03,31
4,NM Lyon,4.0,0,14,3,3.5,,,,0,0,Sydney Thunder,Sydney Sixers,654091,97,BBL03,31
5,MJ North,2.0,0,13,0,6.5,,,,0,0,Sydney Thunder,Sydney Sixers,654091,97,BBL03,31
6,MC Henriques,2.3,0,18,0,7.2,,,,0,0,Sydney Thunder,Sydney Sixers,654091,97,BBL03,31
7,SA Abbott,1.0,0,4,0,4.0,,,,0,0,Sydney Thunder,Sydney Sixers,654091,97,BBL03,31
1,JS Floros,2.0,0,9,0,4.5,,,,0,0,Sydney Sixers,Sydney Thunder,654091,97,BBL03,31
2,DP Nannes,3.2,0,33,0,9.9,,,,2,0,Sydney Sixers,Sydney Thunder,654091,97,BBL03,31
3,AJ Tye,4.0,0,27,0,6.75,,,,0,0,Sydney Sixers,Sydney Thunder,654091,97,BBL03,31
4,GS Sandhu,4.0,0,22,0,5.5,,,,1,0,Sydney Sixers,Sydney Thunder,654091,97,BBL03,31
5,LW Feldman,3.0,0,18,0,6.0,,,,0,0,Sydney Sixers,Sydney Thunder,654091,97,BBL03,31
6,CP Tremain,3.0,0,14,1,4.66,,,,0,0,Sydney Sixers,Sydney Thunder,654091,97,BBL03,31
1,MA Beer,4.0,0,27,2,6.75,,,,0,0,Melbourne Stars,Perth Scorchers,654093,98,BBL03,32
2,JP Behrendorff,3.0,0,17,0,5.66,,,,0,0,Melbourne Stars,Perth Scorchers,654093,98,BBL03,32
3,PJ Cummins,4.0,0,38,0,9.5,,,,0,1,Melbourne Stars,Perth Scorchers,654093,98,BBL03,32
4,GB Hogg,3.0,0,36,0,12.0,,,,2,0,Melbourne Stars,Perth Scorchers,654093,98,BBL03,32
5,AC Thomas,4.0,0,26,1,6.5,,,,1,0,Melbourne Stars,Perth Scorchers,654093,98,BBL03,32
6,AC Voges,2.0,0,12,1,6.0,,,,1,0,Melbourne Stars,Perth Scorchers,654093,98,BBL03,32
1,DJ Worrall,4.0,0,29,2,7.25,,,,0,0,Perth Scorchers,Melbourne Stars,654093,98,BBL03,32
2,SM Boland,4.0,0,34,1,8.5,,,,1,0,Perth Scorchers,Melbourne Stars,654093,98,BBL03,32
3,CA Rose,4.0,0,25,1,6.25,,,,0,0,Perth Scorchers,Melbourne Stars,654093,98,BBL03,32
4,JW Hastings,4.0,0,20,3,5.0,,,,0,0,Perth Scorchers,Melbourne Stars,654093,98,BBL03,32
5,Mohammad Hafeez,3.0,0,22,0,7.33,,,,1,0,Perth Scorchers,Melbourne Stars,654093,98,BBL03,32
6,MP Stoinis,1.0,0,11,0,11.0,,,,0,0,Perth Scorchers,Melbourne Stars,654093,98,BBL03,32
1,BW Hilfenhaus,4.0,0,26,0,6.5,,,,0,0,Melbourne Stars,Hobart Hurricanes,654095,99,BBL03,33
2,AD Mascarenhas,4.0,0,32,1,8.0,,,,0,0,Melbourne Stars,Hobart Hurricanes,654095,99,BBL03,33
3,Shoaib Malik,2.0,0,5,1,2.5,,,,0,0,Melbourne Stars,Hobart Hurricanes,654095,99,BBL03,33
4,CJ Boyce,3.0,0,11,3,3.66,,,,0,0,Melbourne Stars,Hobart Hurricanes,654095,99,BBL03,33
5,DE Bollinger,4.0,0,32,1,8.0,,,,0,0,Melbourne Stars,Hobart Hurricanes,654095,99,BBL03,33
6,B Laughlin,3.0,0,33,2,11.0,,,,2,0,Melbourne Stars,Hobart Hurricanes,654095,99,BBL03,33
1,SL Malinga,4.0,0,33,0,8.25,,,,0,0,Hobart Hurricanes,Melbourne Stars,654095,99,BBL03,33
2,DJ Worrall,4.0,0,30,0,7.5,,,,0,0,Hobart Hurricanes,Melbourne Stars,654095,99,BBL03,33
3,JW Hastings,3.1,0,26,1,8.21,,,,1,0,Hobart Hurricanes,Melbourne Stars,654095,99,BBL03,33
4,JM Muirhead,4.0,0,27,1,6.75,,,,1,0,Hobart Hurricanes,Melbourne Stars,654095,99,BBL03,33
5,LJ Wright,1.0,0,6,0,6.0,,,,1,0,Hobart Hurricanes,Melbourne Stars,654095,99,BBL03,33
6,MP Stoinis,2.0,0,19,0,9.5,,,,0,0,Hobart Hurricanes,Melbourne Stars,654095,99,BBL03,33
1,B Lee,4.0,0,27,1,6.75,,,,2,0,Perth Scorchers,Sydney Sixers,654097,100,BBL03,34
2,MA Starc,4.0,0,37,2,9.25,,,,1,0,Perth Scorchers,Sydney Sixers,654097,100,BBL03,34
3,JR Hazlewood,4.0,0,41,1,10.25,,,,1,0,Perth Scorchers,Sydney Sixers,654097,100,BBL03,34
4,TA Copeland,2.0,0,16,0,8.0,,,,0,0,Perth Scorchers,Sydney Sixers,654097,100,BBL03,34
5,RS Bopara,3.0,0,19,0,6.33,,,,0,0,Perth Scorchers,Sydney Sixers,654097,100,BBL03,34
6,SA Abbott,2.0,0,35,0,17.5,,,,2,0,Perth Scorchers,Sydney Sixers,654097,100,BBL03,34
7,MJ North,1.0,0,12,0,12.0,,,,0,0,Perth Scorchers,Sydney Sixers,654097,100,BBL03,34
1,AC Thomas,1.0,0,7,0,7.0,,,,1,0,Sydney Sixers,Perth Scorchers,654097,100,BBL03,34
2,JP Behrendorff,1.0,0,5,2,5.0,,,,0,0,Sydney Sixers,Perth Scorchers,654097,100,BBL03,34
3,GB Hogg,1.0,0,14,0,14.0,,,,0,0,Sydney Sixers,Perth Scorchers,654097,100,BBL03,34
4,PJ Cummins,1.0,0,6,2,6.0,,,,0,0,Sydney Sixers,Perth Scorchers,654097,100,BBL03,34
5,NM Coulter-Nile,1.0,0,11,0,11.0,,,,0,0,Sydney Sixers,Perth Scorchers,654097,100,BBL03,34
1,BW Hilfenhaus,4.0,0,23,1,5.75,,,,1,0,Perth Scorchers,Hobart Hurricanes,654099,101,BBL03,35
2,AD Mascarenhas,4.0,0,46,1,11.5,,,,0,0,Perth Scorchers,Hobart Hurricanes,654099,101,BBL03,35
3,DE Bollinger,4.0,0,38,0,9.5,,,,2,0,Perth Scorchers,Hobart Hurricanes,654099,101,BBL03,35
4,CJ Boyce,4.0,0,39,0,9.75,,,,0,0,Perth Scorchers,Hobart Hurricanes,654099,101,BBL03,35
5,EP Gulbis,1.0,0,14,1,14.0,,,,2,0,Perth Scorchers,Hobart Hurricanes,654099,101,BBL03,35
6,XJ Doherty,3.0,0,29,1,9.66,,,,1,0,Perth Scorchers,Hobart Hurricanes,654099,101,BBL03,35
1,NM Coulter-Nile,4.0,0,35,0,8.75,,,,0,0,Hobart Hurricanes,Perth Scorchers,654099,101,BBL03,35
2,JP Behrendorff,4.0,0,24,2,6.0,,,,0,0,Hobart Hurricanes,Perth Scorchers,654099,101,BBL03,35
3,AC Thomas,4.0,0,23,2,5.75,,,,0,0,Hobart Hurricanes,Perth Scorchers,654099,101,BBL03,35
4,GB Hogg,4.0,0,17,2,4.25,,,,0,0,Hobart Hurricanes,Perth Scorchers,654099,101,BBL03,35
5,PJ Cummins,4.0,0,47,1,11.75,,,,2,0,Hobart Hurricanes,Perth Scorchers,654099,101,BBL03,35
1,KW Richardson,3.0,0,20,2,6.66,,,,1,0,Melbourne Stars,Adelaide Strikers,756735,102,BBL04,1
2,KA Pollard,2.0,0,23,0,11.5,,,,0,0,Melbourne Stars,Adelaide Strikers,756735,102,BBL04,1
3,CJ Simmons,2.0,0,14,0,7.0,,,,1,0,Melbourne Stars,Adelaide Strikers,756735,102,BBL04,1
4,B Laughlin,4.0,0,34,2,8.5,,,,1,0,Melbourne Stars,Adelaide Strikers,756735,102,BBL04,1
5,SW Tait,3.0,0,24,0,8.0,,,,1,0,Melbourne Stars,Adelaide Strikers,756735,102,BBL04,1
6,J Botha,2.0,0,11,1,5.5,,,,0,0,Melbourne Stars,Adelaide Strikers,756735,102,BBL04,1
7,A Zampa,4.0,0,21,1,5.25,,,,0,0,Melbourne Stars,Adelaide Strikers,756735,102,BBL04,1
1,MA Beer,3.0,0,24,0,8.0,,,,0,0,Adelaide Strikers,Melbourne Stars,756735,102,BBL04,1
